Season,Product_Type,Fabric,Gender,Price,Discount,Region,Sales
Autumn,Kurti,Denim,Male,1328,5,West,14619
Spring,Shirt,Wool,Female,1638,20,South,16700
Summer,Kurti,Linen,Male,1074,21,North,18755
Spring,Kurti,Silk,Female,2086,29,North,10385
Autumn,Kurti,Denim,Male,2207,54,East,16742
Summer,Shirt,Wool,Male,3446,24,South,17597
Autumn,Shirt,Silk,Male,2765,39,North,9075
Spring,Kurti,Wool,Male,2376,32,West,4075
Spring,Dress,Denim,Male,1981,26,East,14614
Winter,Kurti,Linen,Male,1333,28,South,12438
Spring,Jacket,Wool,Female,3048,47,East,12958
Autumn,Jeans,Wool,Male,1338,41,West,3127
Spring,Jeans,Silk,Female,3185,49,North,4056
Summer,Dress,Cotton,Male,2397,15,East,5976
Winter,Kurti,Cotton,Male,1590,48,South,8381
Winter,Dress,Wool,Female,2606,63,South,2264
Autumn,Dress,Silk,Male,994,7,West,15893
Winter,Kurti,Silk,Male,741,31,West,10275
Summer,Shirt,Cotton,Male,4821,67,North,5327
Spring,Shirt,Denim,Male,1230,12,West,5833
Winter,Kurti,Denim,Female,4530,31,East,4147
Winter,Jacket,Denim,Male,2750,4,West,18998
Autumn,Shirt,Linen,Female,591,49,East,13609
Winter,Jeans,Wool,Female,2180,30,South,15919
Autumn,Kurti,Wool,Male,3606,17,West,18389
Summer,Jacket,Denim,Male,4519,48,North,4078
Spring,Jeans,Denim,Male,3620,20,North,19607
Summer,Dress,Denim,Female,4578,5,West,3421
Autumn,Kurti,Cotton,Male,4419,8,South,14724
Autumn,Jeans,Denim,Male,1723,3,South,18833
Winter,Dress,Wool,Male,3676,12,West,7653
Spring,Jeans,Denim,Male,3203,3,North,3607
Summer,Dress,Silk,Male,3072,66,South,3877
Winter,Jacket,Denim,Female,2896,42,West,6129
Winter,Jacket,Silk,Male,2552,4,North,11355
Spring,Shirt,Linen,Female,4206,44,North,8338
Spring,Shirt,Wool,Male,3057,59,North,16572
Autumn,Jacket,Denim,Female,4195,54,West,7727
Autumn,Shirt,Linen,Male,3064,30,East,3750
Summer,Jeans,Cotton,Male,1156,56,West,10124
Winter,Jeans,Denim,Male,3241,40,East,7904
Autumn,Jeans,Denim,Male,3155,4,East,18611
Summer,Shirt,Linen,Female,4894,23,North,8443
Spring,Dress,Linen,Male,2570,61,West,18856
Spring,Jeans,Linen,Male,1297,70,West,12978
Spring,Kurti,Denim,Female,789,27,East,8754
Summer,Kurti,Cotton,Female,2027,56,West,2002
Spring,Jacket,Wool,Female,4759,27,West,5795
Autumn,Jeans,Wool,Female,1344,69,South,1816
Spring,Dress,Cotton,Female,2699,5,South,7043
Winter,Jacket,Linen,Male,4730,26,East,4052
Winter,Dress,Denim,Male,2785,54,South,5102
Winter,Dress,Wool,Male,4485,25,East,17089
Autumn,Shirt,Linen,Female,2861,65,North,2232
Autumn,Jeans,Cotton,Male,4999,0,West,12812
Autumn,Dress,Wool,Male,2375,68,East,14206
Summer,Kurti,Silk,Female,3751,13,West,19713
Summer,Dress,Cotton,Male,1541,16,North,11343
Summer,Dress,Cotton,Male,3470,50,East,8454
Winter,Jacket,Denim,Male,795,66,South,18563
Autumn,Kurti,Cotton,Female,1582,42,South,8724
Summer,Jeans,Wool,Female,1128,61,West,14443
Summer,Shirt,Cotton,Female,648,21,North,3218
Winter,Jacket,Denim,Female,3526,25,South,14624
Summer,Kurti,Linen,Male,801,36,West,14025
Autumn,Shirt,Denim,Female,4491,0,West,17324
Summer,Shirt,Cotton,Male,2359,68,East,14557
Autumn,Jacket,Wool,Male,1160,56,North,16197
Summer,Kurti,Silk,Female,723,21,South,1691
Spring,Jeans,Silk,Male,4432,59,East,16872
Summer,Jeans,Linen,Male,2991,26,North,7831
Spring,Dress,Silk,Female,3504,23,West,8207
Summer,Jacket,Denim,Male,4781,13,North,12461
Spring,Kurti,Denim,Male,4952,5,East,1394
Summer,Jeans,Denim,Male,1456,22,South,11050
Autumn,Dress,Cotton,Female,4915,69,West,6722
Summer,Shirt,Denim,Male,2556,52,South,8718
Winter,Shirt,Silk,Male,2004,25,North,6925
Summer,Shirt,Denim,Male,1541,69,South,13407
Summer,Dress,Silk,Male,4818,30,West,13258
Winter,Jeans,Denim,Male,1697,35,North,19100
Autumn,Jacket,Silk,Male,4166,34,East,7174
Summer,Jeans,Linen,Male,3005,6,North,11232
Spring,Dress,Silk,Female,2977,61,South,18936
Spring,Shirt,Silk,Male,2783,68,East,11945
Winter,Dress,Denim,Female,584,25,West,8348
Autumn,Jeans,Cotton,Female,510,61,South,18256
Summer,Jacket,Linen,Female,928,54,East,10535
Spring,Dress,Silk,Male,2693,50,West,17584
Spring,Jeans,Silk,Female,672,36,East,13655
Summer,Shirt,Linen,Male,2155,1,East,11568
Winter,Jacket,Cotton,Male,1573,5,West,1801
Spring,Jeans,Linen,Male,2598,22,West,10914
Spring,Kurti,Wool,Male,1763,54,West,13816
Winter,Jacket,Linen,Female,3581,21,South,9849
Summer,Jacket,Cotton,Female,2444,5,East,10492
Spring,Jeans,Denim,Female,4175,25,East,4016
Autumn,Jeans,Silk,Male,4581,16,East,10839
Spring,Jacket,Denim,Male,2569,1,West,3035
Winter,Shirt,Wool,Female,1259,36,North,5559
Spring,Kurti,Cotton,Female,2038,31,West,2953
Spring,Dress,Denim,Female,963,51,North,6571
Spring,Dress,Linen,Female,2752,6,South,1722
Autumn,Dress,Cotton,Male,1658,27,North,19674
Spring,Dress,Cotton,Male,3694,2,North,19923
Summer,Jacket,Silk,Male,4818,56,South,19526
Summer,Kurti,Cotton,Female,4754,47,West,11216
Winter,Jeans,Denim,Female,1770,46,West,10063
Summer,Kurti,Linen,Female,4780,57,East,14130
Autumn,Jeans,Cotton,Male,2973,33,West,18566
Summer,Dress,Wool,Male,4958,17,West,4434
Winter,Dress,Cotton,Female,1307,17,North,17540
Autumn,Kurti,Cotton,Female,2581,58,South,9069
Summer,Kurti,Silk,Female,4242,29,South,14415
Spring,Jacket,Wool,Male,1431,59,West,19576
Autumn,Jeans,Denim,Female,1552,69,East,15331
Spring,Jeans,Silk,Female,3494,49,North,5932
Winter,Kurti,Cotton,Female,2739,20,East,6361
Winter,Shirt,Denim,Male,3499,25,South,19796
Summer,Kurti,Denim,Male,1061,61,East,6020
Autumn,Dress,Denim,Male,623,1,North,11160
Spring,Jeans,Denim,Male,3783,15,South,3457
Summer,Kurti,Silk,Female,520,7,West,9368
Autumn,Jeans,Silk,Male,4979,64,West,5166
Summer,Dress,Cotton,Male,4338,51,East,6528
Spring,Kurti,Linen,Male,1870,49,West,3914
Summer,Kurti,Denim,Female,4810,9,South,14905
Summer,Shirt,Wool,Male,1105,43,West,8201
Summer,Jacket,Silk,Female,3367,40,South,10020
Autumn,Kurti,Wool,Male,4536,20,West,18724
Spring,Dress,Cotton,Female,849,30,East,3322
Summer,Dress,Wool,Female,1463,45,North,2966
Summer,Shirt,Cotton,Female,4287,13,North,12064
Spring,Shirt,Cotton,Male,4255,15,East,1662
Autumn,Jeans,Cotton,Female,2043,6,North,11244
Spring,Shirt,Cotton,Female,1738,17,West,16841
Autumn,Jeans,Wool,Male,4870,19,South,5512
Winter,Dress,Linen,Female,2568,69,West,9058
Autumn,Shirt,Denim,Female,1676,58,East,12324
Summer,Kurti,Silk,Male,3087,17,West,17454
Spring,Kurti,Wool,Female,2700,35,West,13748
Autumn,Dress,Silk,Male,2369,16,North,13623
Autumn,Jeans,Linen,Female,4895,30,East,18124
Spring,Shirt,Wool,Female,1949,61,North,14304
Spring,Dress,Cotton,Female,2182,58,South,2258
Winter,Kurti,Denim,Male,2005,57,North,15426
Summer,Jeans,Denim,Female,3788,65,South,15237
Summer,Jacket,Cotton,Female,4856,1,West,6407
Spring,Kurti,Wool,Male,2857,10,North,10657
Autumn,Jacket,Denim,Male,2346,57,East,7295
Summer,Jeans,Denim,Female,2882,43,East,10560
Autumn,Kurti,Wool,Female,743,1,North,16805
Winter,Shirt,Cotton,Male,4352,3,North,9396
Summer,Jacket,Silk,Female,3695,6,West,7767
Summer,Shirt,Wool,Female,4103,4,South,18608
Spring,Dress,Denim,Male,867,21,West,13603
Winter,Jacket,Wool,Male,516,23,North,2737
Spring,Kurti,Cotton,Male,3366,27,West,13442
Winter,Shirt,Wool,Female,4341,62,West,1278
Winter,Jacket,Silk,Female,3678,7,South,6916
Summer,Jeans,Cotton,Male,3392,28,West,15118
Spring,Dress,Cotton,Male,4187,43,South,8350
Summer,Kurti,Silk,Female,2107,37,South,8545
Autumn,Jacket,Denim,Female,2749,41,North,10139
Spring,Jacket,Wool,Male,2798,17,South,2505
Winter,Jacket,Cotton,Female,1505,8,East,13379
Winter,Kurti,Cotton,Male,1776,23,North,5448
Winter,Jeans,Linen,Female,4477,65,South,2944
Spring,Dress,Denim,Female,998,35,North,2115
Autumn,Jacket,Wool,Female,3504,30,West,14499
Autumn,Jeans,Denim,Male,4863,22,South,2364
Spring,Dress,Denim,Male,841,10,North,4612
Summer,Jacket,Wool,Male,2413,28,South,11789
Winter,Dress,Cotton,Female,4477,53,East,7436
Summer,Shirt,Silk,Male,2888,38,South,14925
Spring,Jacket,Cotton,Male,4896,66,South,1879
Spring,Kurti,Silk,Male,3364,57,East,19868
Autumn,Jeans,Silk,Female,1991,28,East,17794
Autumn,Shirt,Cotton,Female,1283,21,South,5416
Summer,Dress,Silk,Male,610,1,South,16604
Autumn,Jeans,Wool,Female,1959,42,East,10190
Spring,Shirt,Cotton,Male,3539,51,East,15070
Winter,Kurti,Wool,Male,4921,44,North,6250
Winter,Jacket,Denim,Female,4032,31,East,13272
Winter,Kurti,Linen,Male,3275,20,South,15945
Summer,Kurti,Silk,Female,1467,25,East,7388
Winter,Shirt,Denim,Female,4066,5,East,11368
Spring,Shirt,Linen,Male,4869,70,North,8274
Summer,Jacket,Denim,Male,4080,17,North,15103
Summer,Shirt,Linen,Male,1552,7,North,11802
Spring,Jeans,Silk,Male,4293,31,East,19300
Winter,Kurti,Silk,Male,2771,62,East,6820
Spring,Jeans,Denim,Female,2367,59,West,3927
Spring,Jeans,Linen,Female,2595,67,West,18525
Autumn,Jacket,Linen,Male,1034,35,East,5277
Spring,Shirt,Denim,Male,2280,42,South,2720
Spring,Jacket,Linen,Female,4069,3,East,3336
Winter,Jacket,Denim,Male,2954,24,South,5205
Winter,Jeans,Wool,Male,2754,53,South,1309
Winter,Dress,Cotton,Male,2188,5,North,17782
Winter,Jeans,Cotton,Male,1861,34,West,10415
Autumn,Shirt,Cotton,Male,2825,3,West,16590
Summer,Kurti,Linen,Female,4371,28,North,18799
Summer,Jeans,Silk,Female,3099,18,East,19271
Spring,Shirt,Denim,Male,1198,34,West,8775
Spring,Jacket,Linen,Female,3908,4,West,1110
Summer,Jeans,Silk,Male,4426,51,East,17878
Spring,Dress,Cotton,Female,4771,17,South,3342
Autumn,Dress,Denim,Female,3717,60,South,16319
Summer,Shirt,Cotton,Male,3450,18,East,8271
Autumn,Dress,Cotton,Female,4979,33,East,14938
Spring,Jacket,Silk,Male,4981,64,North,11371
Summer,Dress,Wool,Male,3943,41,North,9110
Spring,Kurti,Linen,Male,2930,1,West,16017
Summer,Jacket,Linen,Male,1166,23,West,6648
Summer,Kurti,Denim,Female,1679,48,North,17667
Winter,Jacket,Denim,Male,501,61,East,3222
Summer,Kurti,Silk,Female,4749,4,East,8214
Winter,Kurti,Linen,Male,4829,64,North,15347
Spring,Shirt,Wool,Male,4358,32,West,13566
Autumn,Kurti,Linen,Male,3457,39,South,12705
Spring,Jacket,Denim,Male,4180,41,West,12936
Spring,Jeans,Wool,Male,2031,23,West,5562
Spring,Dress,Wool,Female,2569,5,West,13620
Autumn,Jeans,Linen,Male,1476,11,West,1518
Summer,Shirt,Silk,Female,1601,53,West,16193
Winter,Shirt,Linen,Female,3533,16,South,1767
Autumn,Dress,Silk,Male,2431,25,South,4989
Summer,Shirt,Denim,Female,2441,62,West,11791
Summer,Kurti,Denim,Female,3165,52,North,7696
Autumn,Dress,Wool,Female,1679,22,West,14284
Summer,Dress,Denim,Male,1782,38,West,8156
Summer,Jacket,Wool,Female,2298,19,North,3979
Winter,Dress,Linen,Female,4017,66,North,11199
Winter,Jeans,Linen,Female,2824,40,West,7951
Spring,Jeans,Cotton,Male,4431,30,North,6744
Spring,Kurti,Linen,Male,3465,13,North,9822
Winter,Jeans,Denim,Female,4539,54,North,12061
Autumn,Jeans,Cotton,Male,2594,20,South,14380
Spring,Shirt,Denim,Male,1537,14,South,16098
Summer,Kurti,Silk,Female,4462,3,South,10241
Summer,Shirt,Wool,Male,3644,64,East,5160
Spring,Jeans,Cotton,Male,2423,70,South,17725
Summer,Jacket,Silk,Male,2149,60,West,1300
Summer,Jacket,Wool,Male,1782,27,South,17866
Summer,Jeans,Silk,Female,1010,58,North,3748
Winter,Dress,Linen,Male,2343,6,North,8053
Summer,Jacket,Cotton,Female,3288,40,South,8483
Autumn,Kurti,Wool,Male,859,22,South,8730
Autumn,Dress,Denim,Male,1366,47,South,6412
Summer,Jeans,Denim,Male,4776,42,South,1871
Autumn,Jeans,Wool,Female,834,34,West,15466
Autumn,Dress,Silk,Male,3338,17,East,16616
Summer,Jeans,Cotton,Female,3953,55,East,13032
Spring,Dress,Denim,Male,2737,54,West,4701
Spring,Dress,Cotton,Female,2190,61,North,9780
Spring,Shirt,Denim,Female,4161,15,North,15254
Autumn,Kurti,Denim,Male,4288,18,North,7973
Autumn,Kurti,Denim,Male,2774,3,South,4033
Winter,Jeans,Denim,Male,1696,7,South,15141
Autumn,Dress,Linen,Male,3676,28,North,11121
Autumn,Jacket,Denim,Male,2254,69,West,2387
Winter,Kurti,Linen,Female,2282,69,South,14014
Autumn,Jeans,Silk,Female,729,44,North,11461
Summer,Jeans,Cotton,Male,856,24,East,7992
Spring,Jeans,Silk,Female,595,9,North,16910
Summer,Jacket,Wool,Female,3796,23,North,12423
Winter,Kurti,Silk,Male,1544,33,East,5945
Winter,Jacket,Silk,Male,2375,20,West,2385
Winter,Shirt,Linen,Female,731,29,South,16734
Winter,Jeans,Wool,Female,4724,18,South,15711
Winter,Dress,Denim,Female,3508,12,East,18064
Summer,Shirt,Silk,Male,4332,40,East,13612
Summer,Shirt,Wool,Female,3271,5,East,11015
Winter,Jacket,Linen,Female,2291,11,North,12310
Spring,Jacket,Cotton,Female,4879,52,East,11612
Autumn,Shirt,Linen,Female,3567,63,East,11446
Autumn,Jacket,Wool,Female,2565,64,North,8420
Autumn,Dress,Denim,Male,4502,42,South,13095
Autumn,Shirt,Wool,Male,3650,36,East,18724
Autumn,Dress,Linen,Female,533,63,South,17945
Spring,Kurti,Cotton,Female,1024,41,North,14019
Autumn,Jeans,Denim,Female,3422,39,East,11166
Summer,Jeans,Denim,Male,4248,55,South,2004
Winter,Shirt,Linen,Female,3506,48,North,3499
Spring,Dress,Denim,Female,4246,1,South,15445
Autumn,Shirt,Cotton,Male,2679,19,West,5674
Spring,Kurti,Wool,Male,1073,32,North,17372
Winter,Jeans,Linen,Male,652,68,North,10745
Autumn,Dress,Linen,Female,1391,36,South,12009
Summer,Shirt,Silk,Male,2701,41,North,3706
Autumn,Shirt,Linen,Female,3557,1,East,8121
Winter,Shirt,Cotton,Male,4088,6,North,17401
Summer,Kurti,Silk,Male,4067,61,East,12395
Autumn,Shirt,Cotton,Male,1441,43,North,12776
Winter,Dress,Cotton,Female,2292,6,East,10582
Winter,Dress,Linen,Female,2772,8,West,2510
Spring,Jeans,Cotton,Female,2799,34,North,18446
Winter,Jacket,Denim,Female,4268,22,East,9644
Autumn,Jacket,Linen,Male,1404,6,South,12310
Spring,Shirt,Silk,Male,1978,37,East,8687
Spring,Jeans,Denim,Female,2403,1,South,7277
Winter,Dress,Cotton,Female,503,16,West,2287
Summer,Jeans,Silk,Female,3969,69,North,11464
Winter,Shirt,Denim,Female,2916,51,East,4586
Winter,Jeans,Silk,Female,4609,13,East,1620
Summer,Kurti,Cotton,Female,2661,12,West,16717
Winter,Kurti,Silk,Male,510,49,North,8081
Summer,Shirt,Silk,Female,598,41,North,7272
Spring,Jeans,Denim,Female,3633,29,North,17695
Winter,Jacket,Wool,Male,3789,43,West,9952
Autumn,Kurti,Silk,Male,958,14,East,5334
Winter,Jacket,Silk,Female,1526,14,South,10715
Autumn,Dress,Denim,Female,1693,2,South,6159
Autumn,Dress,Denim,Male,2842,35,North,1949
Winter,Dress,Denim,Male,2744,3,West,15627
Summer,Shirt,Cotton,Female,2873,9,West,19849
Summer,Shirt,Silk,Male,904,25,North,18747
Summer,Jacket,Denim,Male,2207,53,North,5942
Winter,Jeans,Linen,Male,1867,33,South,5138
Autumn,Jeans,Denim,Male,3086,40,East,19049
Winter,Jacket,Wool,Female,4766,36,West,1999
Spring,Shirt,Silk,Male,1856,55,East,7859
Spring,Jeans,Silk,Female,1614,41,South,5914
Winter,Jeans,Denim,Female,1311,36,East,12620
Spring,Jacket,Denim,Female,3447,0,West,17949
Spring,Shirt,Linen,Male,1882,0,North,14928
Autumn,Dress,Denim,Female,1221,62,East,7391
Winter,Jacket,Cotton,Male,2044,64,East,1520
Autumn,Dress,Linen,Female,2880,37,West,15523
Spring,Dress,Silk,Female,1552,9,North,7919
Autumn,Kurti,Silk,Male,3597,48,West,7223
Summer,Dress,Cotton,Female,3194,14,East,2769
Spring,Jacket,Cotton,Male,1764,29,West,12774
Spring,Jeans,Silk,Male,585,36,North,19791
Autumn,Kurti,Linen,Female,2979,56,East,7872
Autumn,Dress,Cotton,Female,2360,70,East,11658
Winter,Dress,Linen,Male,3855,30,South,12678
Summer,Jeans,Silk,Female,3036,8,West,13527
Autumn,Jacket,Wool,Male,4779,56,North,9913
Winter,Jacket,Cotton,Male,3810,40,North,8465
Autumn,Jeans,Wool,Female,3918,22,West,12923
Spring,Shirt,Cotton,Male,918,59,East,19002
Autumn,Shirt,Wool,Female,1849,33,West,13932
Winter,Dress,Linen,Male,2601,35,North,19859
Summer,Kurti,Linen,Female,4318,68,East,17168
Summer,Jacket,Wool,Female,3070,69,East,16419
Autumn,Jacket,Wool,Male,4365,60,North,15798
Summer,Jeans,Denim,Female,2879,51,North,5217
Autumn,Jeans,Cotton,Female,3348,7,West,15201
Summer,Shirt,Wool,Female,1576,34,East,10218
Winter,Jacket,Denim,Male,1945,37,West,12337
Winter,Kurti,Denim,Female,2682,33,South,10961
Winter,Shirt,Cotton,Female,3653,44,South,19601
Spring,Kurti,Cotton,Male,2216,56,West,7815
Autumn,Dress,Linen,Male,1239,60,East,15321
Autumn,Jacket,Wool,Female,4060,51,South,17415
Autumn,Dress,Silk,Female,2736,28,North,15082
Autumn,Jacket,Silk,Female,2167,48,North,16647
Winter,Jacket,Wool,Female,4507,39,South,12102
Winter,Dress,Linen,Female,3388,10,East,2568
Summer,Jacket,Cotton,Female,582,62,East,8418
Winter,Kurti,Wool,Male,4266,68,South,1206
Summer,Kurti,Linen,Male,2814,34,South,14690
Winter,Jeans,Cotton,Male,735,6,North,17204
Spring,Kurti,Silk,Female,4729,29,North,18239
Autumn,Jacket,Wool,Female,3729,18,South,6794
Summer,Shirt,Silk,Male,3922,50,East,19527
Winter,Jacket,Denim,Male,4495,38,North,11257
Autumn,Kurti,Linen,Male,3209,38,West,11278
Spring,Jacket,Cotton,Female,4762,31,South,1593
Summer,Jeans,Cotton,Male,3604,36,East,12711
Autumn,Shirt,Linen,Male,3733,33,South,2732
Summer,Jacket,Cotton,Male,1297,28,West,9769
Winter,Dress,Cotton,Male,2031,12,West,16016
Summer,Jeans,Linen,Male,4047,69,South,16270
Autumn,Jeans,Silk,Male,3264,53,North,1767
Winter,Shirt,Cotton,Female,1943,15,West,1363
Summer,Dress,Denim,Male,4342,26,South,11680
Winter,Jacket,Wool,Female,1379,50,East,8769
Spring,Kurti,Cotton,Female,1301,19,North,19334
Autumn,Dress,Linen,Male,4051,58,South,14447
Autumn,Shirt,Wool,Male,2854,45,North,13209
Winter,Dress,Linen,Female,1630,10,West,16948
Autumn,Jacket,Denim,Female,1508,51,West,8660
Winter,Shirt,Linen,Male,4033,51,South,4482
Summer,Jacket,Silk,Female,1956,28,East,3465
Summer,Jacket,Denim,Male,4459,31,North,7695
Winter,Jeans,Wool,Male,4821,66,East,8567
Winter,Shirt,Cotton,Male,1958,34,South,4488
Winter,Jacket,Denim,Male,830,34,East,1093
Autumn,Jeans,Wool,Male,2258,62,East,13831
Summer,Jacket,Cotton,Female,4394,51,East,3061
Spring,Kurti,Denim,Male,1077,46,East,9987
Winter,Shirt,Silk,Male,4984,45,West,1967
Summer,Jacket,Wool,Female,1597,49,West,1225
Summer,Jacket,Wool,Female,1890,11,South,13804
Winter,Jeans,Wool,Female,4573,32,South,17147
Spring,Kurti,Wool,Male,4796,19,North,7427
Winter,Dress,Linen,Female,1204,1,East,1602
Spring,Kurti,Wool,Male,3825,63,North,17510
Winter,Dress,Linen,Male,1005,11,East,10377
Spring,Kurti,Denim,Male,1096,10,North,12864
Autumn,Jeans,Linen,Female,4356,67,North,13282
Spring,Shirt,Silk,Female,4634,30,North,7531
Summer,Kurti,Cotton,Female,2444,7,North,6435
Spring,Kurti,Cotton,Female,1253,25,East,12632
Autumn,Jeans,Denim,Female,3713,66,South,16656
Winter,Kurti,Denim,Female,1296,38,East,15343
Spring,Kurti,Linen,Male,2336,46,North,14315
Summer,Jeans,Silk,Female,3691,32,North,18584
Spring,Shirt,Cotton,Male,1520,12,North,14639
Spring,Jacket,Linen,Female,3812,33,West,7587
Summer,Jeans,Denim,Female,1316,38,South,5060
Summer,Dress,Wool,Male,4658,29,South,6592
Autumn,Kurti,Silk,Male,2275,5,West,14213
Summer,Kurti,Denim,Male,2151,48,West,4405
Spring,Jacket,Linen,Male,4290,2,East,10081
Winter,Shirt,Silk,Male,3027,42,East,19994
Winter,Kurti,Silk,Female,3308,63,North,19179
Spring,Kurti,Cotton,Male,1636,34,East,4170
Autumn,Jacket,Wool,Male,4293,23,East,7187
Autumn,Dress,Wool,Male,3777,61,East,10666
Autumn,Jacket,Silk,Male,1087,43,East,15500
Winter,Shirt,Linen,Female,4718,27,North,9263
Spring,Jeans,Wool,Male,4146,64,East,10939
Winter,Dress,Linen,Male,3112,21,East,11370
Autumn,Jeans,Linen,Female,690,62,South,15488
Summer,Kurti,Wool,Female,4994,12,North,14385
Autumn,Shirt,Linen,Male,2544,18,South,10177
Autumn,Jeans,Denim,Female,1178,4,East,6182
Spring,Dress,Wool,Male,1077,12,North,7087
Summer,Dress,Silk,Male,3172,4,South,19071
Autumn,Kurti,Silk,Male,528,51,North,13945
Spring,Jacket,Cotton,Male,3283,63,West,8645
Autumn,Jacket,Linen,Female,1922,26,South,16012
Summer,Dress,Denim,Female,2033,36,East,7846
Winter,Dress,Linen,Female,768,30,West,9754
Summer,Jacket,Linen,Female,1145,68,North,4825
Winter,Jacket,Denim,Male,4786,52,East,8759
Autumn,Dress,Cotton,Male,537,1,North,10511
Winter,Kurti,Denim,Male,2737,5,West,11098
Spring,Jacket,Denim,Female,3058,60,East,13054
Winter,Jeans,Silk,Female,1108,3,West,18026
Spring,Kurti,Cotton,Female,810,11,South,12524
Winter,Jacket,Silk,Female,2074,26,North,4258
Summer,Kurti,Linen,Female,3879,19,West,11686
Winter,Shirt,Wool,Female,3836,5,East,10193
Winter,Shirt,Silk,Female,1903,47,East,2489
Autumn,Kurti,Linen,Male,3236,18,South,7963
Summer,Dress,Wool,Male,4707,31,South,2115
Spring,Shirt,Wool,Male,4241,22,East,7769
Winter,Jeans,Denim,Male,2242,10,West,5321
Winter,Jeans,Linen,Female,4776,27,West,8938
Winter,Kurti,Denim,Male,1681,47,West,3747
Winter,Shirt,Wool,Female,2840,4,North,15651
Summer,Jacket,Denim,Male,1550,4,South,11246
Winter,Shirt,Cotton,Female,4724,30,North,10415
Summer,Jacket,Wool,Female,4691,3,East,1157
Autumn,Dress,Cotton,Female,1594,9,West,19705
Winter,Shirt,Cotton,Male,3581,67,West,19553
Winter,Jeans,Cotton,Female,3450,9,South,18310
Winter,Kurti,Silk,Female,4214,69,West,3306
Winter,Jeans,Denim,Male,2400,56,West,19672
Winter,Kurti,Linen,Male,2808,67,North,7369
Summer,Jeans,Denim,Male,2280,50,West,17334
Autumn,Kurti,Wool,Male,4259,20,East,9979
Summer,Kurti,Wool,Male,2308,45,South,11198
Autumn,Dress,Denim,Female,4228,20,North,18745
Winter,Jacket,Denim,Male,4434,67,West,1325
Spring,Shirt,Wool,Male,4693,14,North,13969
Autumn,Jeans,Silk,Female,4903,52,North,13100
Autumn,Dress,Wool,Female,4305,37,North,14286
Summer,Kurti,Cotton,Male,1243,52,North,10792
Winter,Shirt,Linen,Female,977,39,West,17733
Autumn,Dress,Silk,Female,3409,23,East,1670
Summer,Kurti,Linen,Female,1166,45,West,7619
Summer,Jacket,Denim,Female,1068,3,West,8832
Summer,Jacket,Cotton,Female,3389,11,North,16494
Spring,Dress,Silk,Female,4268,67,East,10135
Summer,Jacket,Wool,Female,1666,22,South,10504
Summer,Jacket,Denim,Male,2844,18,North,9105
Autumn,Dress,Denim,Female,1601,11,East,13314
Spring,Shirt,Silk,Male,4809,30,South,14860
Spring,Shirt,Denim,Female,4873,68,West,5159
Summer,Dress,Linen,Male,3047,55,South,2342
Spring,Dress,Wool,Male,707,59,South,2854
Spring,Jeans,Cotton,Male,1537,64,South,4718
Autumn,Shirt,Cotton,Male,4104,42,West,10218
Summer,Kurti,Denim,Male,4694,30,South,19750
Autumn,Jeans,Wool,Female,2277,2,East,6406
Autumn,Jacket,Denim,Male,2728,70,East,7594
Spring,Dress,Linen,Female,2917,28,South,17033
Autumn,Dress,Wool,Male,3334,39,South,3142
Summer,Shirt,Silk,Female,3181,11,South,3527
